wavelength scat1 absorb1 extinct1 scat2 absorb2 extinct2 scat3 absorb3 extinct3 scat4 absorb4 extinct4
400.00000000 0.00190167 0.00889719 0.01079886 0.00189264 0.00908868 0.01098132 0.00294109 0.01093762 0.01387871 0.00291485 0.01089382 0.01380867
400.25017870 0.00189832 0.00889123 0.01078955 0.00188933 0.00908264 0.01097197 0.00293613 0.01093410 0.01387023 0.00290994 0.01089020 0.01380014
400.50035740 0.00189497 0.00888528 0.01078025 0.00188602 0.00907661 0.01096264 0.00293118 0.01093059 0.01386177 0.00290504 0.01088659 0.01379162
400.75053610 0.00189164 0.00887933 0.01077097 0.00188272 0.00907059 0.01095332 0.00292624 0.01092707 0.01385331 0.00290014 0.01088297 0.01378311
401.00071480 0.00188830 0.00887340 0.01076170 0.00187943 0.00906458 0.01094401 0.00292130 0.01092355 0.01384485 0.00289525 0.01087935 0.01377461
401.25089350 0.00188498 0.00886747 0.01075245 0.00187614 0.00905857 0.01093472 0.00291638 0.01092003 0.01383641 0.00289038 0.01087573 0.01376611
401.50107219 0.00188166 0.00886155 0.01074321 0.00187286 0.00905258 0.01092544 0.00291146 0.01091651 0.01382797 0.00288550 0.01087211 0.01375762
401.75125089 0.00187835 0.00885564 0.01073399 0.00186959 0.00904658 0.01091617 0.00290655 0.01091298 0.01381953 0.00288064 0.01086849 0.01374913
402.00142959 0.00187504 0.00884974 0.01072478 0.00186632 0.00904060 0.01090692 0.00290165 0.01090946 0.01381110 0.00287578 0.01086487 0.01374065
402.25160829 0.00187175 0.00884384 0.01071559 0.00186306 0.00903463 0.01089768 0.00289675 0.01090593 0.01380268 0.00287094 0.01086124 0.01373218
402.50178699 0.00186845 0.00883796 0.01070641 0.00185980 0.00902866 0.01088846 0.00289187 0.01090240 0.01379427 0.00286610 0.01085762 0.01372372
402.75196569 0.00186517 0.00883208 0.01069724 0.00185655 0.00902270 0.01087925 0.00288699 0.01089887 0.01378586 0.00286127 0.01085399 0.01371526
403.00214439 0.00186189 0.00882620 0.01068809 0.00185331 0.00901675 0.01087006 0.00288212 0.01089534 0.01377746 0.00285644 0.01085036 0.01370681
403.25232309 0.00185862 0.00882034 0.01067896 0.00185008 0.00901080 0.01086088 0.00287726 0.01089181 0.01376907 0.00285163 0.01084673 0.01369836
403.50250179 0.00185535 0.00881448 0.01066984 0.00184685 0.00900487 0.01085171 0.00287241 0.01088827 0.01376068 0.00284682 0.01084310 0.01368992
403.75268049 0.00185209 0.00880864 0.01066073 0.00184362 0.00899894 0.01084256 0.00286756 0.01088474 0.01375230 0.00284202 0.01083947 0.01368149
404.00285919 0.00184884 0.00880279 0.01065163 0.00184041 0.00899301 0.01083342 0.00286272 0.01088120 0.01374392 0.00283723 0.01083584 0.01367307
404.25303788 0.00184559 0.00879696 0.01064256 0.00183720 0.00898710 0.01082430 0.00285789 0.01087766 0.01373555 0.00283245 0.01083221 0.01366465
404.50321658 0.00184235 0.00879114 0.01063349 0.00183399 0.00898119 0.01081518 0.00285307 0.01087412 0.01372719 0.00282767 0.01082857 0.01365624
404.75339528 0.00183912 0.00878532 0.01062444 0.00183079 0.00897529 0.01080609 0.00284826 0.01087057 0.01371883 0.00282290 0.01082493 0.01364784
405.00357398 0.00183589 0.00877951 0.01061540 0.00182760 0.00896940 0.01079700 0.00284345 0.01086703 0.01371049 0.00281815 0.01082130 0.01363944
405.25375268 0.00183267 0.00877371 0.01060638 0.00182442 0.00896352 0.01078793 0.00283866 0.01086349 0.01370214 0.00281339 0.01081766 0.01363105
405.50393138 0.00182946 0.00876791 0.01059737 0.00182124 0.00895764 0.01077888 0.00283387 0.01085994 0.01369381 0.00280865 0.01081402 0.01362267
405.75411008 0.00182625 0.00876213 0.01058838 0.00181806 0.00895177 0.01076983 0.00282909 0.01085639 0.01368548 0.00280391 0.01081038 0.01361430
406.00428878 0.00182305 0.00875635 0.01057940 0.00181490 0.00894591 0.01076081 0.00282431 0.01085284 0.01367716 0.00279919 0.01080674 0.01360593
406.25446748 0.00181986 0.00875058 0.01057043 0.00181174 0.00894005 0.01075179 0.00281955 0.01084929 0.01366884 0.00279447 0.01080310 0.01359756
