wavelength scat1 absorb1 extinct1 scat2 absorb2 extinct2 scat3 absorb3 extinct3 scat4 absorb4 extinct4
400.00000000 0.00272005 0.01247715 0.01519720 0.00269467 0.01285125 0.01554591 0.00499815 0.01441340 0.01941154 0.00493737 0.01440749 0.01934486
400.25017870 0.00271523 0.01246759 0.01518282 0.00268997 0.01284161 0.01553158 0.00499127 0.01441105 0.01940233 0.00493058 0.01440484 0.01933542
400.50035740 0.00271042 0.01245804 0.01516846 0.00268528 0.01283199 0.01551727 0.00498441 0.01440871 0.01939311 0.00492380 0.01440219 0.01932599
400.75053610 0.00270562 0.01244850 0.01515413 0.00268061 0.01282238 0.01550298 0.00497755 0.01440635 0.01938391 0.00491702 0.01439954 0.01931656
401.00071480 0.00270084 0.01243898 0.01513982 0.00267594 0.01281278 0.01548872 0.00497070 0.01440400 0.01937470 0.00491025 0.01439688 0.01930713
401.25089350 0.00269607 0.01242947 0.01512554 0.00267129 0.01280319 0.01547448 0.00496386 0.01440164 0.01936550 0.00490348 0.01439422 0.01929771
401.50107219 0.00269131 0.01241998 0.01511129 0.00266665 0.01279362 0.01546027 0.00495702 0.01439928 0.01935630 0.00489673 0.01439156 0.01928829
401.75125089 0.00268656 0.01241050 0.01509706 0.00266202 0.01278406 0.01544608 0.00495019 0.01439691 0.01934710 0.00488998 0.01438889 0.01927887
402.00142959 0.00268182 0.01240103 0.01508286 0.00265740 0.01277452 0.01543191 0.00494337 0.01439454 0.01933791 0.00488324 0.01438623 0.01926946
402.25160829 0.00267710 0.01239158 0.01506868 0.00265279 0.01276498 0.01541777 0.00493655 0.01439216 0.01932872 0.00487650 0.01438355 0.01926006
402.50178699 0.00267238 0.01238214 0.01505452 0.00264819 0.01275546 0.01540365 0.00492974 0.01438979 0.01931953 0.00486977 0.01438088 0.01925065
402.75196569 0.00266768 0.01237272 0.01504040 0.00264360 0.01274596 0.01538956 0.00492294 0.01438740 0.01931035 0.00486305 0.01437820 0.01924125
403.00214439 0.00266299 0.01236330 0.01502629 0.00263903 0.01273646 0.01537549 0.00491615 0.01438502 0.01930117 0.00485634 0.01437552 0.01923186
403.25232309 0.00265831 0.01235390 0.01501221 0.00263446 0.01272698 0.01536144 0.00490936 0.01438263 0.01929199 0.00484963 0.01437283 0.01922247
403.50250179 0.00265364 0.01234452 0.01499816 0.00262991 0.01271751 0.01534742 0.00490258 0.01438023 0.01928281 0.00484293 0.01437015 0.01921308
403.75268049 0.00264898 0.01233515 0.01498413 0.00262536 0.01270805 0.01533342 0.00489581 0.01437784 0.01927364 0.00483624 0.01436745 0.01920369
404.00285919 0.00264434 0.01232579 0.01497013 0.00262083 0.01269861 0.01531944 0.00488904 0.01437543 0.01926448 0.00482956 0.01436476 0.01919432
404.25303788 0.00263970 0.01231645 0.01495615 0.00261631 0.01268918 0.01530549 0.00488229 0.01437303 0.01925531 0.00482288 0.01436206 0.01918494
404.50321658 0.00263508 0.01230711 0.01494220 0.00261180 0.01267976 0.01529156 0.00487553 0.01437062 0.01924615 0.00481621 0.01435936 0.01917557
404.75339528 0.00263047 0.01229780 0.01492827 0.00260730 0.01267035 0.01527765 0.00486879 0.01436821 0.01923700 0.00480954 0.01435666 0.01916620
405.00357398 0.00262587 0.01228849 0.01491436 0.00260281 0.01266096 0.01526377 0.00486205 0.01436579 0.01922784 0.00480289 0.01435395 0.01915684
405.25375268 0.00262128 0.01227920 0.01490048 0.00259833 0.01265158 0.01524991 0.00485532 0.01436337 0.01921869 0.00479624 0.01435124 0.01914748
