wavelength scat1 absorb1 extinct1 scat2 absorb2 extinct2 scat3 absorb3 extinct3 scat4 absorb4 extinct4
400.00000000 0.00102780 0.00575987 0.00678767 0.00102731 0.00585033 0.00687765 0.00109241 0.00624320 0.00733560 0.00108925 0.00620129 0.00729054
400.25017870 0.00102568 0.00575646 0.00678215 0.00102520 0.00584686 0.00687206 0.00109018 0.00623968 0.00732986 0.00108703 0.00619779 0.00728482
400.50035740 0.00102357 0.00575306 0.00677663 0.00102309 0.00584340 0.00686649 0.00108796 0.00623617 0.00732413 0.00108482 0.00619430 0.00727911
400.75053610 0.00102147 0.00574966 0.00677113 0.00102099 0.00583993 0.00686092 0.00108574 0.00623266 0.00731840 0.00108261 0.00619081 0.00727341
401.00071480 0.00101937 0.00574627 0.00676563 0.00101889 0.00583647 0.00685536 0.00108353 0.00622915 0.00731268 0.00108040 0.00618732 0.00726772
401.25089350 0.00101727 0.00574288 0.00676015 0.00101680 0.00583302 0.00684981 0.00108132 0.00622565 0.00730697 0.00107820 0.00618383 0.00726203
401.50107219 0.00101518 0.00573949 0.00675467 0.00101471 0.00582956 0.00684427 0.00107912 0.00622215 0.00730127 0.00107600 0.00618035 0.00725636
401.75125089 0.00101309 0.00573610 0.00674920 0.00101263 0.00582611 0.00683874 0.00107692 0.00621865 0.00729557 0.00107381 0.00617687 0.00725069
402.00142959 0.00101101 0.00573272 0.00674373 0.00101055 0.00582267 0.00683321 0.00107473 0.00621516 0.00728989 0.00107163 0.00617340 0.00724503
402.25160829 0.00100894 0.00572934 0.00673828 0.00100848 0.00581922 0.00682770 0.00107254 0.00621167 0.00728421 0.00106945 0.00616993 0.00723937
402.50178699 0.00100687 0.00572597 0.00673283 0.00100641 0.00581578 0.00682219 0.00107036 0.00620818 0.00727854 0.00106727 0.00616646 0.00723373
402.75196569 0.00100480 0.00572259 0.00672740 0.00100434 0.00581234 0.00681669 0.00106818 0.00620470 0.00727288 0.00106510 0.00616299 0.00722809
403.00214439 0.00100274 0.00571923 0.00672197 0.00100229 0.00580891 0.00681120 0.00106601 0.00620121 0.00726722 0.00106294 0.00615952 0.00722246
403.25232309 0.00100068 0.00571586 0.00671654 0.00100023 0.00580548 0.00680571 0.00106384 0.00619773 0.00726158 0.00106078 0.00615606 0.00721684
403.50250179 0.00099863 0.00571250 0.00671113 0.00099818 0.00580205 0.00680024 0.00106168 0.00619426 0.00725594 0.00105862 0.00615261 0.00721123
403.75268049 0.00099659 0.00570914 0.00670573 0.00099614 0.00579863 0.00679477 0.00105952 0.00619078 0.00725031 0.00105647 0.00614915 0.00720563
404.00285919 0.00099455 0.00570578 0.00670033 0.00099410 0.00579521 0.00678931 0.00105737 0.00618731 0.00724469 0.00105433 0.00614570 0.00720003
404.25303788 0.00099251 0.00570243 0.00669494 0.00099207 0.00579179 0.00678386 0.00105523 0.00618384 0.00723907 0.00105219 0.00614225 0.00719444
404.50321658 0.00099048 0.00569908 0.00668956 0.00099004 0.00578837 0.00677841 0.00105309 0.00618038 0.00723347 0.00105006 0.00613880 0.00718886
404.75339528 0.00098845 0.00569573 0.00668419 0.00098802 0.00578496 0.00677298 0.00105095 0.00617692 0.00722787 0.00104793 0.00613536 0.00718329
405.00357398 0.00098643 0.00569239 0.00667882 0.00098600 0.00578155 0.00676755 0.00104882 0.00617346 0.00722228 0.00104580 0.00613192 0.00717772
405.25375268 0.00098441 0.00568905 0.00667346 0.00098398 0.00577815 0.00676213 0.00104669 0.00617000 0.00721670 0.00104369 0.00612848 0.00717217
405.50393138 0.00098240 0.00568571 0.00666811 0.00098197 0.00577475 0.00675672 0.00104457 0.00616655 0.00721112 0.00104157 0.00612505 0.00716662
405.75411008 0.00098040 0.00568238 0.00666277 0.00097997 0.00577135 0.00675132 0.00104246 0.00616310 0.00720556 0.00103946 0.00612162 0.00716108
406.00428878 0.00097839 0.00567905 0.00665744 0.00097797 0.00576795 0.00674592 0.00104035 0.00615965 0.00720000 0.00103736 0.00611819 0.00715555
406.25446748 0.00097640 0.00567572 0.00665212 0.00097597 0.00576456 0.00674053 0.00103824 0.00615621 0.00719445 0.00103526 0.00611476 0.00715002
406.50464618 0.00097440 0.00567240 0.00664680 0.00097398 0.00576117 0.00673515 0.00103614 0.00615277 0.00718891 0.00103316 0.00611134 0.00714450
406.75482487 0.00097242 0.00566908 0.00664149 0.00097200 0.00575779 0.00672978 0.00103404 0.00614933 0.00718337 0.00103108 0.00610792 0.00713900
407.00500357 0.00097043 0.00566576 0.00663619 0.00097002 0.00575440 0.00672442 0.00103195 0.00614589 0.00717784 0.00102899 0.00610450 0.00713349
407.25518227 0.00096845 0.00566244 0.00663090 0.00096804 0.00575102 0.00671906 0.00102987 0.00614246 0.00717233 0.00102691 0.00610109 0.00712800
407.50536097 0.00096648 0.00565913 0.00662561 0.00096607 0.00574765 0.00671372 0.00102778 0.00613903 0.00716681 0.00102484 0.00609768 0.00712252
407.75553967 0.00096451 0.00565582 0.00662033 0.00096410 0.00574428 0.00670838 0.00102571 0.00613560 0.00716131 0.00102277 0.00609427 0.00711704
408.00571837 0.00096255 0.00565252 0.00661507 0.00096214 0.00574091 0.00670305 0.00102364 0.00613218 0.00715582 0.00102070 0.00609087 0.00711157
408.25589707 0.00096059 0.00564922 0.00660980 0.00096018 0.00573754 0.00669772 0.00102157 0.00612876 0.00715033 0.00101864 0.00608746 0.00710611
408.50607577 0.00095863 0.00564592 0.00660455 0.00095823 0.00573418 0.00669241 0.00101951 0.00612534 0.00714485 0.00101659 0.00608407 0.00710065
408.75625447 0.00095668 0.00564262 0.00659930 0.00095628 0.00573082 0.00668710 0.00101745 0.00612193 0.00713938 0.00101454 0.00608067 0.00709521
409.00643317 0.00095474 0.00563933 0.00659407 0.00095434 0.00572746 0.00668180 0.00101540 0.00611851 0.00713391 0.00101249 0.00607728 0.00708977
409.25661187 0.00095280 0.00563604 0.00658884 0.00095240 0.00572411 0.00667651 0.00101335 0.00611510 0.00712846 0.00101045 0.00607389 0.00708434
409.50679056 0.00095086 0.00563276 0.00658362 0.00095046 0.00572076 0.00667122 0.00101131 0.00611170 0.00712301 0.00100842 0.00607050 0.00707892
409.75696926 0.00094893 0.00562947 0.00657840 0.00094853 0.00571741 0.00666594 0.00100927 0.00610829 0.00711757 0.00100639 0.00606712 0.00707350
410.00714796 0.00094700 0.00562619 0.00657319 0.00094661 0.00571407 0.00666068 0.00100724 0.00610489 0.00711214 0.00100436 0.00606373 0.00706809
410.25732666 0.00094508 0.00562292 0.00656800 0.00094469 0.00571072 0.00665541 0.00100521 0.00610150 0.00710671 0.00100234 0.00606036 0.00706270
410.50750536 0.00094316 0.00561964 0.00656280 0.00094277 0.00570739 0.00665016 0.00100319 0.00609810 0.00710129 0.00100032 0.00605698 0.00705730
410.75768406 0.00094125 0.00561637 0.00655762 0.00094086 0.00570405 0.00664492 0.00100117 0.00609471 0.00709588 0.00099831 0.00605361 0.00705192
411.00786276 0.00093934 0.00561311 0.00655245 0.00093896 0.00570072 0.00663968 0.00099916 0.00609132 0.00709048 0.00099630 0.00605024 0.00704654
411.25804146 0.00093743 0.00560984 0.00654728 0.00093705 0.00569739 0.00663445 0.00099715 0.00608794 0.00708509 0.00099430 0.00604687 0.00704118
411.50822016 0.00093554 0.00560658 0.00654212 0.00093516 0.00569407 0.00662923 0.00099515 0.00608455 0.00707970 0.00099230 0.00604351 0.00703581
411.75839886 0.00093364 0.00560333 0.00653697 0.00093326 0.00569075 0.00662401 0.00099315 0.00608117 0.00707432 0.00099031 0.00604015 0.00703046
412.00857756 0.00093175 0.00560007 0.00653182 0.00093137 0.00568743 0.00661880 0.00099115 0.00607780 0.00706895 0.00098832 0.00603679 0.00702512
412.25875625 0.00092986 0.00559682 0.00652668 0.00092949 0.00568411 0.00661361 0.00098916 0.00607442 0.00706358 0.00098634 0.00603344 0.00701978
412.50893495 0.00092798 0.00559357 0.00652155 0.00092761 0.00568080 0.00660841 0.00098718 0.00607105 0.00705823 0.00098436 0.00603009 0.00701445
412.75911365 0.00092611 0.00559033 0.00651643 0.00092574 0.00567749 0.00660323 0.00098520 0.00606768 0.00705288 0.00098239 0.00602674 0.00700912
413.00929235 0.00092423 0.00558709 0.00651132 0.00092387 0.00567419 0.00659805 0.00098322 0.00606432 0.00704754 0.00098042 0.00602339 0.00700381
413.25947105 0.00092237 0.00558385 0.00650621 0.00092200 0.00567089 0.00659289 0.00098125 0.00606096 0.00704221 0.00097845 0.00602005 0.00699850
413.50964975 0.00092037 0.00558069 0.00650106 0.00092001 0.00566763 0.00658764 0.00097913 0.00605756 0.00703669 0.00097634 0.00601669 0.00699303
413.75982845 0.00091836 0.00557756 0.00649591 0.00091799 0.00566439 0.00658238 0.00097699 0.00605416 0.00703115 0.00097421 0.00601333 0.00698754
414.01000715 0.00091635 0.00557442 0.00649077 0.00091598 0.00566115 0.00657713 0.00097485 0.00605076 0.00702561 0.00097208 0.00600997 0.00698205
414.26018585 0.00091434 0.00557130 0.00648564 0.00091398 0.00565791 0.00657189 0.00097272 0.00604737 0.00702009 0.00096995 0.00600662 0.00697657
414.51036455 0.00091235 0.00556817 0.00648052 0.00091198 0.00565468 0.00656666 0.00097059 0.00604398 0.00701457 0.00096783 0.00600327 0.00697111
414.76054325 0.00091035 0.00556505 0.00647540 0.00090999 0.00565145 0.00656144 0.00096847 0.00604060 0.00700907 0.00096572 0.00599993 0.00696565
415.01072194 0.00090836 0.00556193 0.00647030 0.00090800 0.00564822 0.00655623 0.00096635 0.00603722 0.00700357 0.00096361 0.00599659 0.00696020
415.26090064 0.00090638 0.00555882 0.00646520 0.00090602 0.00564500 0.00655102 0.00096424 0.00603384 0.00699808 0.00096151 0.00599325 0.00695476
415.51107934 0.00090440 0.00555571 0.00646011 0.00090404 0.00564179 0.00654583 0.00096213 0.00603047 0.00699260 0.00095941 0.00598991 0.00694933
415.76125804 0.00090243 0.00555260 0.00645503 0.00090207 0.00563857 0.00654064 0.00096003 0.00602710 0.00698713 0.00095732 0.00598658 0.00694390
416.01143674 0.00090046 0.00554950 0.00644996 0.00090010 0.00563536 0.00653546 0.00095794 0.00602373 0.00698167 0.00095523 0.00598326 0.00693849
416.26161544 0.00089850 0.00554640 0.00644490 0.00089814 0.00563216 0.00653029 0.00095585 0.00602037 0.00697622 0.00095315 0.00597993 0.00693308
416.51179414 0.00089654 0.00554331 0.00643985 0.00089618 0.00562895 0.00652513 0.00095376 0.00601701 0.00697077 0.00095107 0.00597661 0.00692769
416.76197284 0.00089459 0.00554022 0.00643480 0.00089422 0.00562576 0.00651998 0.00095168 0.00601365 0.00696534 0.00094900 0.00597330 0.00692230
417.01215154 0.00089264 0.00553713 0.00642976 0.00089228 0.00562256 0.00651484 0.00094961 0.00601030 0.00695991 0.00094694 0.00596998 0.00691692
417.26233024 0.00089069 0.00553404 0.00642474 0.00089033 0.00561937 0.00650970 0.00094754 0.00600695 0.00695449 0.00094488 0.00596667 0.00691155
417.51250893 0.00088876 0.00553096 0.00641972 0.00088840 0.00561618 0.00650458 0.00094548 0.00600361 0.00694909 0.00094282 0.00596337 0.00690619
417.76268763 0.00088682 0.00552788 0.00641471 0.00088646 0.00561300 0.00649946 0.00094342 0.00600027 0.00694369 0.00094077 0.00596007 0.00690084
418.01286633 0.00088489 0.00552481 0.00640970 0.00088453 0.00560982 0.00649435 0.00094137 0.00599693 0.00693829 0.00093873 0.00595677 0.00689549
418.26304503 0.00088297 0.00552174 0.00640471 0.00088261 0.00560664 0.00648925 0.00093932 0.00599359 0.00693291 0.00093669 0.00595347 0.00689016
418.51322373 0.00088105 0.00551867 0.00639973 0.00088069 0.00560347 0.00648416 0.00093727 0.00599026 0.00692754 0.00093465 0.00595018 0.00688483
418.76340243 0.00087914 0.00551561 0.00639475 0.00087878 0.00560030 0.00647908 0.00093524 0.00598694 0.00692217 0.00093262 0.00594689 0.00687951
419.01358113 0.00087723 0.00551255 0.00638978 0.00087687 0.00559714 0.00647401 0.00093320 0.00598361 0.00691682 0.00093060 0.00594361 0.00687421
419.26375983 0.00087532 0.00550950 0.00638482 0.00087496 0.00559398 0.00646894 0.00093118 0.00598029 0.00691147 0.00092858 0.00594033 0.00686891
419.51393853 0.00087342 0.00550644 0.00637987 0.00087307 0.00559082 0.00646388 0.00092915 0.00597698 0.00690613 0.00092656 0.00593705 0.00686361
419.76411723 0.00087153 0.00550340 0.00637493 0.00087117 0.00558766 0.00645883 0.00092714 0.00597367 0.00690080 0.00092455 0.00593378 0.00685833
420.01429593 0.00086964 0.00550035 0.00636999 0.00086928 0.00558451 0.00645380 0.00092512 0.00597036 0.00689548 0.00092255 0.00593051 0.00685306
420.26447462 0.00086775 0.00549731 0.00636506 0.00086740 0.00558137 0.00644876 0.00092312 0.00596705 0.00689017 0.00092055 0.00592724 0.00684779
420.51465332 0.00086587 0.00549427 0.00636015 0.00086552 0.00557823 0.00644374 0.00092112 0.00596375 0.00688487 0.00091855 0.00592398 0.00684253
420.76483202 0.00086400 0.00549124 0.00635524 0.00086364 0.00557509 0.00643873 0.00091912 0.00596045 0.00687957 0.00091656 0.00592072 0.00683729
421.01501072 0.00086213 0.00548821 0.00635034 0.00086177 0.00557195 0.00643372 0.00091713 0.00595716 0.00687428 0.00091458 0.00591747 0.00683205
421.26518942 0.00086026 0.00548518 0.00634544 0.00085990 0.00556882 0.00642872 0.00091514 0.00595387 0.00686901 0.00091260 0.00591421 0.00682681
421.51536812 0.00085840 0.00548216 0.00634056 0.00085804 0.00556569 0.00642373 0.00091316 0.00595058 0.00686374 0.00091063 0.00591097 0.00682159
421.76554682 0.00085654 0.00547914 0.00633568 0.00085619 0.00556257 0.00641875 0.00091118 0.00594729 0.00685847 0.00090866 0.00590772 0.00681638
422.01572552 0.00085469 0.00547612 0.00633081 0.00085434 0.00555945 0.00641378 0.00090921 0.00594401 0.00685322 0.00090669 0.00590448 0.00681117
422.26590422 0.00085285 0.00547311 0.00632595 0.00085249 0.00555633 0.00640882 0.00090724 0.00594074 0.00684798 0.00090473 0.00590124 0.00680598
422.51608292 0.00085100 0.00547010 0.00632110 0.00085065 0.00555322 0.00640386 0.00090528 0.00593746 0.00684274 0.00090278 0.00589801 0.00680079
422.76626162 0.00084916 0.00546709 0.00631626 0.00084881 0.00555011 0.00639891 0.00090332 0.00593419 0.00683752 0.00090083 0.00589478 0.00679561
423.01644031 0.00084733 0.00546409 0.00631142 0.00084698 0.00554700 0.00639398 0.00090137 0.00593093 0.00683230 0.00089888 0.00589155 0.00679043
423.26661901 0.00084550 0.00546109 0.00630660 0.00084515 0.00554390 0.00638904 0.00089942 0.00592767 0.00682709 0.00089694 0.00588833 0.00678527
423.51679771 0.00084368 0.00545810 0.00630178 0.00084332 0.00554080 0.00638412 0.00089748 0.00592441 0.00682189 0.00089501 0.00588511 0.00678012
