wavelength scat1 absorb1 extinct1 scat2 absorb2 extinct2 scat3 absorb3 extinct3 scat4 absorb4 extinct4
400.00000000 0.00101880 0.00573018 0.00674898 0.00101788 0.00579388 0.00681176 0.00110292 0.00636851 0.00747144 0.00109972 0.00633854 0.00743826
400.25017870 0.00101670 0.00572678 0.00674348 0.00101578 0.00579043 0.00680622 0.00110068 0.00636500 0.00746568 0.00109748 0.00633504 0.00743252
400.50035740 0.00101461 0.00572339 0.00673800 0.00101369 0.00578699 0.00680069 0.00109845 0.00636149 0.00745994 0.00109526 0.00633154 0.00742680
400.75053610 0.00101252 0.00572000 0.00673252 0.00101161 0.00578356 0.00679517 0.00109622 0.00635799 0.00745420 0.00109303 0.00632805 0.00742108
401.00071480 0.00101044 0.00571661 0.00672704 0.00100953 0.00578013 0.00678965 0.00109399 0.00635448 0.00744847 0.00109081 0.00632455 0.00741537
401.25089350 0.00100836 0.00571322 0.00672158 0.00100745 0.00577670 0.00678415 0.00109177 0.00635098 0.00744275 0.00108860 0.00632106 0.00740967
401.50107219 0.00100628 0.00570984 0.00671613 0.00100538 0.00577327 0.00677865 0.00108956 0.00634749 0.00743704 0.00108640 0.00631758 0.00740397
401.75125089 0.00100421 0.00570646 0.00671068 0.00100332 0.00576985 0.00677317 0.00108735 0.00634399 0.00743134 0.00108419 0.00631409 0.00739829
402.00142959 0.00100215 0.00570309 0.00670524 0.00100126 0.00576643 0.00676768 0.00108514 0.00634050 0.00742564 0.00108200 0.00631061 0.00739261
402.25160829 0.00100009 0.00569972 0.00669981 0.00099920 0.00576301 0.00676221 0.00108295 0.00633701 0.00741995 0.00107980 0.00630713 0.00738694
402.50178699 0.00099804 0.00569635 0.00669439 0.00099715 0.00575960 0.00675675 0.00108075 0.00633352 0.00741427 0.00107762 0.00630366 0.00738128
402.75196569 0.00099599 0.00569298 0.00668897 0.00099510 0.00575619 0.00675129 0.00107856 0.00633004 0.00740860 0.00107544 0.00630018 0.00737562
403.00214439 0.00099394 0.00568962 0.00668357 0.00099306 0.00575278 0.00674585 0.00107638 0.00632656 0.00740294 0.00107326 0.00629671 0.00736998
403.25232309 0.00099190 0.00568626 0.00667817 0.00099103 0.00574938 0.00674041 0.00107420 0.00632308 0.00739728 0.00107109 0.00629325 0.00736434
403.50250179 0.00098987 0.00568291 0.00667278 0.00098900 0.00574598 0.00673498 0.00107203 0.00631961 0.00739164 0.00106892 0.00628978 0.00735871
403.75268049 0.00098784 0.00567955 0.00666739 0.00098697 0.00574258 0.00672955 0.00106986 0.00631613 0.00738600 0.00106676 0.00628632 0.00735309
404.00285919 0.00098582 0.00567620 0.00666202 0.00098495 0.00573919 0.00672414 0.00106770 0.00631267 0.00738036 0.00106461 0.00628286 0.00734747
404.25303788 0.00098380 0.00567286 0.00665666 0.00098293 0.00573580 0.00671873 0.00106554 0.00630920 0.00737474 0.00106246 0.00627941 0.00734187
404.50321658 0.00098178 0.00566952 0.00665130 0.00098092 0.00573241 0.00671333 0.00106339 0.00630574 0.00736912 0.00106031 0.00627596 0.00733627
404.75339528 0.00097977 0.00566618 0.00664595 0.00097891 0.00572903 0.00670794 0.00106124 0.00630228 0.00736351 0.00105817 0.00627251 0.00733068
405.00357398 0.00097777 0.00566284 0.00664061 0.00097691 0.00572564 0.00670256 0.00105910 0.00629882 0.00735791 0.00105603 0.00626906 0.00732509
405.25375268 0.00097577 0.00565951 0.00663527 0.00097491 0.00572227 0.00669718 0.00105696 0.00629536 0.00735232 0.00105390 0.00626562 0.00731952
405.50393138 0.00097377 0.00565618 0.00662995 0.00097292 0.00571889 0.00669181 0.00105483 0.00629191 0.00734674 0.00105178 0.00626218 0.00731395
405.75411008 0.00097178 0.00565285 0.00662463 0.00097093 0.00571552 0.00668646 0.00105270 0.00628846 0.00734116 0.00104966 0.00625874 0.00730839
406.00428878 0.00096979 0.00564953 0.00661932 0.00096895 0.00571215 0.00668110 0.00105058 0.00628501 0.00733559 0.00104754 0.00625530 0.00730284
406.25446748 0.00096781 0.00564621 0.00661402 0.00096697 0.00570879 0.00667576 0.00104846 0.00628157 0.00733003 0.00104543 0.00625187 0.00729730
406.50464618 0.00096584 0.00564289 0.00660872 0.00096500 0.00570543 0.00667043 0.00104635 0.00627813 0.00732448 0.00104332 0.00624844 0.00729177
406.75482487 0.00096386 0.00563957 0.00660344 0.00096303 0.00570207 0.00666510 0.00104424 0.00627469 0.00731893 0.00104122 0.00624501 0.00728624
407.00500357 0.00096190 0.00563626 0.00659816 0.00096107 0.00569871 0.00665978 0.00104213 0.00627126 0.00731339 0.00103913 0.00624159 0.00728072
407.25518227 0.00095993 0.00563296 0.00659289 0.00095911 0.00569536 0.00665447 0.00104004 0.00626783 0.00730786 0.00103704 0.00623817 0.00727521
407.50536097 0.00095798 0.00562965 0.00658763 0.00095715 0.00569201 0.00664917 0.00103794 0.00626440 0.00730234 0.00103495 0.00623475 0.00726970
407.75553967 0.00095602 0.00562635 0.00658237 0.00095520 0.00568867 0.00664387 0.00103586 0.00626097 0.00729683 0.00103287 0.00623134 0.00726421
