wavelength scat1 absorb1 extinct1 scat2 absorb2 extinct2 scat3 absorb3 extinct3 scat4 absorb4 extinct4
400.00000000 0.00238410 0.01101468 0.01339878 0.00238376 0.01112725 0.01351101 0.00388107 0.01211588 0.01599695 0.00387129 0.01209070 0.01596199
400.25017870 0.00238000 0.01100669 0.01338668 0.00237967 0.01111921 0.01349888 0.00387493 0.01211226 0.01598719 0.00386516 0.01208702 0.01595219
400.50035740 0.00237590 0.01099870 0.01337461 0.00237560 0.01111118 0.01348677 0.00386880 0.01210863 0.01597743 0.00385905 0.01208334 0.01594239
400.75053610 0.00237182 0.01099073 0.01336255 0.00237153 0.01110316 0.01347468 0.00386268 0.01210500 0.01596768 0.00385294 0.01207966 0.01593259
401.00071480 0.00236775 0.01098277 0.01335052 0.00236747 0.01109515 0.01346261 0.00385656 0.01210137 0.01595794 0.00384684 0.01207597 0.01592281
401.25089350 0.00236368 0.01097482 0.01333850 0.00236341 0.01108715 0.01345056 0.00385046 0.01209774 0.01594820 0.00384075 0.01207228 0.01591303
401.50107219 0.00235963 0.01096688 0.01332651 0.00235937 0.01107916 0.01343853 0.00384436 0.01209410 0.01593846 0.00383467 0.01206859 0.01590325
401.75125089 0.00235558 0.01095896 0.01331454 0.00235533 0.01107119 0.01342652 0.00383828 0.01209046 0.01592874 0.00382859 0.01206489 0.01589349
402.00142959 0.00235154 0.01095104 0.01330258 0.00235131 0.01106322 0.01341453 0.00383220 0.01208682 0.01591901 0.00382253 0.01206120 0.01588373
402.25160829 0.00234751 0.01094314 0.01329065 0.00234729 0.01105527 0.01340256 0.00382613 0.01208317 0.01590930 0.00381647 0.01205750 0.01587397
402.50178699 0.00234349 0.01093525 0.01327874 0.00234328 0.01104733 0.01339061 0.00382007 0.01207952 0.01589959 0.00381043 0.01205379 0.01586422
402.75196569 0.00233948 0.01092737 0.01326685 0.00233928 0.01103940 0.01337868 0.00381401 0.01207587 0.01588989 0.00380439 0.01205009 0.01585448
403.00214439 0.00233547 0.01091950 0.01325497 0.00233529 0.01103149 0.01336677 0.00380797 0.01207222 0.01588019 0.00379836 0.01204638 0.01584474
403.25232309 0.00233148 0.01091164 0.01324312 0.00233130 0.01102358 0.01335488 0.00380193 0.01206856 0.01587050 0.00379233 0.01204268 0.01583501
403.50250179 0.00232749 0.01090380 0.01323129 0.00232733 0.01101568 0.01334301 0.00379590 0.01206490 0.01586081 0.00378632 0.01203896 0.01582528
403.75268049 0.00232351 0.01089596 0.01321948 0.00232336 0.01100780 0.01333116 0.00378989 0.01206124 0.01585113 0.00378031 0.01203525 0.01581557
404.00285919 0.00231954 0.01088814 0.01320769 0.00231940 0.01099993 0.01331933 0.00378388 0.01205758 0.01584146 0.00377432 0.01203154 0.01580585
404.25303788 0.00231558 0.01088033 0.01319591 0.00231545 0.01099207 0.01330752 0.00377787 0.01205391 0.01583179 0.00376833 0.01202782 0.01579615
404.50321658 0.00231163 0.01087253 0.01318416 0.00231151 0.01098422 0.01329573 0.00377188 0.01205025 0.01582213 0.00376235 0.01202410 0.01578645
404.75339528 0.00230768 0.01086474 0.01317243 0.00230758 0.01097638 0.01328395 0.00376589 0.01204658 0.01581247 0.00375638 0.01202037 0.01577675
405.00357398 0.00230375 0.01085697 0.01316071 0.00230365 0.01096855 0.01327220 0.00375992 0.01204290 0.01580282 0.00375042 0.01201665 0.01576707
405.25375268 0.00229982 0.01084920 0.01314902 0.00229973 0.01096073 0.01326047 0.00375395 0.01203923 0.01579318 0.00374446 0.01201292 0.01575738
405.50393138 0.00229590 0.01084145 0.01313735 0.00229582 0.01095293 0.01324875 0.00374799 0.01203555 0.01578354 0.00373852 0.01200919 0.01574771
405.75411008 0.00229199 0.01083370 0.01312569 0.00229192 0.01094513 0.01323706 0.00374204 0.01203187 0.01577391 0.00373258 0.01200546 0.01573804
406.00428878 0.00228809 0.01082597 0.01311406 0.00228803 0.01093735 0.01322538 0.00373610 0.01202818 0.01576428 0.00372665 0.01200173 0.01572838
406.25446748 0.00228419 0.01081825 0.01310244 0.00228415 0.01092958 0.01321373 0.00373016 0.01202450 0.01575466 0.00372073 0.01199799 0.01571872
406.50464618 0.00228031 0.01081054 0.01309085 0.00228027 0.01092182 0.01320209 0.00372424 0.01202081 0.01574505 0.00371482 0.01199425 0.01570907
406.75482487 0.00227643 0.01080284 0.01307927 0.00227640 0.01091407 0.01319047 0.00371832 0.01201712 0.01573544 0.00370892 0.01199051 0.01569943
407.00500357 0.00227256 0.01079516 0.01306771 0.00227254 0.01090633 0.01317888 0.00371241 0.01201343 0.01572584 0.00370302 0.01198677 0.01568979
407.25518227 0.00226870 0.01078748 0.01305618 0.00226869 0.01089860 0.01316730 0.00370651 0.01200973 0.01571624 0.00369714 0.01198302 0.01568016
407.50536097 0.00226484 0.01077981 0.01304466 0.00226485 0.01089089 0.01315574 0.00370062 0.01200603 0.01570665 0.00369126 0.01197928 0.01567053
407.75553967 0.00226100 0.01077216 0.01303316 0.00226101 0.01088318 0.01314420 0.00369474 0.01200233 0.01569707 0.00368539 0.01197553 0.01566092
408.00571837 0.00225716 0.01076452 0.01302168 0.00225719 0.01087549 0.01313267 0.00368886 0.01199863 0.01568749 0.00367953 0.01197178 0.01565130
408.25589707 0.00225333 0.01075689 0.01301022 0.00225337 0.01086780 0.01312117 0.00368300 0.01199493 0.01567792 0.00367368 0.01196802 0.01564170
408.50607577 0.00224951 0.01074927 0.01299878 0.00224956 0.01086013 0.01310969 0.00367714 0.01199122 0.01566836 0.00366783 0.01196427 0.01563210
408.75625447 0.00224570 0.01074166 0.01298735 0.00224575 0.01085247 0.01309822 0.00367129 0.01198751 0.01565880 0.00366200 0.01196051 0.01562251
409.00643317 0.00224189 0.01073406 0.01297595 0.00224196 0.01084482 0.01308678 0.00366545 0.01198380 0.01564925 0.00365617 0.01195675 0.01561292
409.25661187 0.00223809 0.01072647 0.01296457 0.00223817 0.01083718 0.01307535 0.00365962 0.01198009 0.01563970 0.00365035 0.01195299 0.01560334
409.50679056 0.00223430 0.01071890 0.01295320 0.00223439 0.01082955 0.01306394 0.00365379 0.01197637 0.01563016 0.00364454 0.01194922 0.01559377
409.75696926 0.00223052 0.01071133 0.01294185 0.00223062 0.01082193 0.01305255 0.00364798 0.01197265 0.01562063 0.00363874 0.01194546 0.01558420
410.00714796 0.00222675 0.01070378 0.01293053 0.00222685 0.01081433 0.01304118 0.00364217 0.01196893 0.01561110 0.00363295 0.01194169 0.01557464
410.25732666 0.00222298 0.01069623 0.01291922 0.00222310 0.01080673 0.01302983 0.00363637 0.01196521 0.01560158 0.00362717 0.01193792 0.01556508
410.50750536 0.00221923 0.01068870 0.01290793 0.00221935 0.01079914 0.01301849 0.00363059 0.01196148 0.01559207 0.00362139 0.01193415 0.01555554
410.75768406 0.00221548 0.01068118 0.01289666 0.00221561 0.01079157 0.01300718 0.00362480 0.01195776 0.01558256 0.00361562 0.01193037 0.01554599
411.00786276 0.00221174 0.01067367 0.01288540 0.00221188 0.01078400 0.01299588 0.00361903 0.01195403 0.01557306 0.00360986 0.01192660 0.01553646
411.25804146 0.00220800 0.01066617 0.01287417 0.00220815 0.01077645 0.01298460 0.00361327 0.01195029 0.01556356 0.00360411 0.01192282 0.01552693
411.50822016 0.00220428 0.01065868 0.01286295 0.00220443 0.01076891 0.01297334 0.00360751 0.01194656 0.01555407 0.00359837 0.01191904 0.01551741
411.75839886 0.00220056 0.01065120 0.01285176 0.00220072 0.01076138 0.01296210 0.00360177 0.01194282 0.01554459 0.00359264 0.01191525 0.01550789
412.00857756 0.00219685 0.01064373 0.01284058 0.00219702 0.01075386 0.01295088 0.00359603 0.01193909 0.01553511 0.00358691 0.01191147 0.01549838
412.25875625 0.00219314 0.01063627 0.01282942 0.00219333 0.01074634 0.01293967 0.00359030 0.01193534 0.01552564 0.00358120 0.01190768 0.01548888
412.50893495 0.00218945 0.01062883 0.01281828 0.00218964 0.01073884 0.01292849 0.00358457 0.01193160 0.01551618 0.00357549 0.01190390 0.01547939
412.75911365 0.00218576 0.01062139 0.01280715 0.00218596 0.01073136 0.01291732 0.00357886 0.01192786 0.01550672 0.00356979 0.01190011 0.01546990
413.00929235 0.00218208 0.01061397 0.01279605 0.00218229 0.01072388 0.01290617 0.00357316 0.01192411 0.01549727 0.00356410 0.01189631 0.01546041
413.25947105 0.00217841 0.01060655 0.01278496 0.00217863 0.01071641 0.01289504 0.00356746 0.01192036 0.01548782 0.00355842 0.01189252 0.01545094
413.50964975 0.00217446 0.01059923 0.01277369 0.00217468 0.01070899 0.01288367 0.00356117 0.01191642 0.01547759 0.00355215 0.01188855 0.01544070
413.75982845 0.00217045 0.01059194 0.01276240 0.00217068 0.01070159 0.01287227 0.00355478 0.01191244 0.01546722 0.00354578 0.01188454 0.01543032
414.01000715 0.00216646 0.01058466 0.01275112 0.00216669 0.01069420 0.01286089 0.00354840 0.01190845 0.01545686 0.00353942 0.01188054 0.01541996
414.26018585 0.00216248 0.01057739 0.01273987 0.00216271 0.01068682 0.01284953 0.00354203 0.01190447 0.01544650 0.00353307 0.01187653 0.01540960
414.51036455 0.00215850 0.01057014 0.01272864 0.00215874 0.01067946 0.01283820 0.00353568 0.01190048 0.01543616 0.00352673 0.01187252 0.01539925
414.76054325 0.00215454 0.01056289 0.01271743 0.00215478 0.01067210 0.01282689 0.00352933 0.01189650 0.01542582 0.00352040 0.01186851 0.01538891
415.01072194 0.00215058 0.01055566 0.01270624 0.00215083 0.01066476 0.01281559 0.00352299 0.01189251 0.01541550 0.00351408 0.01186450 0.01537858
415.26090064 0.00214663 0.01054844 0.01269508 0.00214688 0.01065744 0.01280432 0.00351666 0.01188852 0.01540518 0.00350778 0.01186049 0.01536827
415.51107934 0.00214269 0.01054123 0.01268393 0.00214295 0.01065012 0.01279307 0.00351035 0.01188453 0.01539487 0.00350148 0.01185647 0.01535796
415.76125804 0.00213876 0.01053404 0.01267280 0.00213902 0.01064282 0.01278184 0.00350404 0.01188053 0.01538457 0.00349520 0.01185246 0.01534766
416.01143674 0.00213484 0.01052686 0.01266170 0.00213510 0.01063553 0.01277063 0.00349775 0.01187654 0.01537429 0.00348892 0.01184844 0.01533736
416.26161544 0.00213093 0.01051969 0.01265061 0.00213119 0.01062825 0.01275944 0.00349146 0.01187254 0.01536401 0.00348266 0.01184443 0.01532708
416.51179414 0.00212702 0.01051253 0.01263955 0.00212729 0.01062098 0.01274827 0.00348519 0.01186855 0.01535374 0.00347640 0.01184041 0.01531681
416.76197284 0.00212313 0.01050538 0.01262851 0.00212340 0.01061372 0.01273712 0.00347892 0.01186455 0.01534348 0.00347016 0.01183639 0.01530655
417.01215154 0.00211924 0.01049824 0.01261749 0.00211952 0.01060648 0.01272600 0.00347267 0.01186055 0.01533322 0.00346393 0.01183237 0.01529630
417.26233024 0.00211536 0.01049112 0.01260648 0.00211564 0.01059925 0.01271489 0.00346643 0.01185655 0.01532298 0.00345770 0.01182835 0.01528605
417.51250893 0.00211149 0.01048401 0.01259550 0.00211178 0.01059203 0.01270380 0.00346020 0.01185255 0.01531275 0.00345149 0.01182433 0.01527582
417.76268763 0.00210763 0.01047691 0.01258454 0.00210792 0.01058482 0.01269274 0.00345398 0.01184855 0.01530253 0.00344529 0.01182031 0.01526560
418.01286633 0.00210378 0.01046982 0.01257360 0.00210407 0.01057762 0.01268169 0.00344777 0.01184454 0.01529231 0.00343910 0.01181628 0.01525538
418.26304503 0.00209993 0.01046275 0.01256268 0.00210023 0.01057044 0.01267067 0.00344157 0.01184054 0.01528211 0.00343292 0.01181226 0.01524518
418.51322373 0.00209610 0.01045568 0.01255178 0.00209639 0.01056327 0.01265966 0.00343538 0.01183653 0.01527191 0.00342675 0.01180823 0.01523498
418.76340243 0.00209227 0.01044863 0.01254090 0.00209257 0.01055611 0.01264868 0.00342920 0.01183253 0.01526173 0.00342059 0.01180421 0.01522480
419.01358113 0.00208845 0.01044159 0.01253004 0.00208875 0.01054896 0.01263771 0.00342303 0.01182852 0.01525155 0.00341444 0.01180018 0.01521462
419.26375983 0.00208464 0.01043456 0.01251920 0.00208495 0.01054182 0.01262677 0.00341688 0.01182451 0.01524138 0.00340831 0.01179615 0.01520446
419.51393853 0.00208084 0.01042755 0.01250839 0.00208115 0.01053470 0.01261585 0.00341073 0.01182050 0.01523123 0.00340218 0.01179212 0.01519430
419.76411723 0.00207705 0.01042054 0.01249759 0.00207736 0.01052758 0.01260494 0.00340459 0.01181649 0.01522108 0.00339606 0.01178809 0.01518415
420.01429593 0.00207326 0.01041355 0.01248681 0.00207357 0.01052048 0.01259406 0.00339847 0.01181247 0.01521094 0.00338995 0.01178406 0.01517401
420.26447462 0.00206948 0.01040657 0.01247605 0.00206980 0.01051339 0.01258319 0.00339235 0.01180846 0.01520081 0.00338386 0.01178003 0.01516389
420.51465332 0.00206571 0.01039960 0.01246531 0.00206603 0.01050631 0.01257235 0.00338625 0.01180444 0.01519069 0.00337777 0.01177599 0.01515377
420.76483202 0.00206195 0.01039264 0.01245459 0.00206228 0.01049925 0.01256152 0.00338015 0.01180043 0.01518058 0.00337170 0.01177196 0.01514366
421.01501072 0.00205820 0.01038569 0.01244389 0.00205853 0.01049219 0.01255072 0.00337407 0.01179641 0.01517048 0.00336563 0.01176793 0.01513356
421.26518942 0.00205446 0.01037875 0.01243321 0.00205479 0.01048515 0.01253993 0.00336800 0.01179239 0.01516039 0.00335958 0.01176389 0.01512347
421.51536812 0.00205072 0.01037183 0.01242255 0.00205105 0.01047812 0.01252917 0.00336193 0.01178838 0.01515031 0.00335354 0.01175985 0.01511339
421.76554682 0.00204700 0.01036492 0.01241191 0.00204733 0.01047110 0.01251842 0.00335588 0.01178436 0.01514024 0.00334750 0.01175582 0.01510332
422.01572552 0.00204328 0.01035802 0.01240129 0.00204361 0.01046409 0.01250770 0.00334984 0.01178033 0.01513017 0.00334148 0.01175178 0.01509326
422.26590422 0.00203956 0.01035113 0.01239069 0.00203990 0.01045709 0.01249699 0.00334381 0.01177631 0.01512012 0.00333547 0.01174774 0.01508321
422.51608292 0.00203586 0.01034425 0.01238011 0.00203620 0.01045010 0.01248630 0.00333779 0.01177229 0.01511008 0.00332947 0.01174370 0.01507317
422.76626162 0.00203217 0.01033738 0.01236955 0.00203251 0.01044313 0.01247564 0.00333178 0.01176827 0.01510004 0.00332347 0.01173966 0.01506314
423.01644031 0.00202848 0.01033053 0.01235901 0.00202882 0.01043617 0.01246499 0.00332578 0.01176424 0.01509002 0.00331749 0.01173562 0.01505311
423.26661901 0.00202480 0.01032368 0.01234848 0.00202515 0.01042921 0.01245436 0.00331979 0.01176022 0.01508000 0.00331152 0.01173158 0.01504310
423.51679771 0.00202113 0.01031685 0.01233798 0.00202148 0.01042227 0.01244375 0.00331381 0.01175619 0.01507000 0.00330556 0.01172754 0.01503310
423.76697641 0.00201747 0.01031003 0.01232749 0.00201782 0.01041534 0.01243316 0.00330784 0.01175216 0.01506000 0.00329961 0.01172349 0.01502311
424.01715511 0.00201381 0.01030322 0.01231703 0.00201417 0.01040843 0.01242259 0.00330188 0.01174813 0.01505001 0.00329367 0.01171945 0.01501312
424.26733381 0.00201017 0.01029642 0.01230658 0.00201052 0.01040152 0.01241204 0.00329593 0.01174410 0.01504004 0.00328774 0.01171541 0.01500315
424.51751251 0.00200653 0.01028963 0.01229616 0.00200688 0.01039462 0.01240151 0.00329000 0.01174007 0.01503007 0.00328182 0.01171136 0.01499319
424.76769121 0.00200290 0.01028285 0.01228575 0.00200326 0.01038774 0.01239099 0.00328407 0.01173604 0.01502011 0.00327592 0.01170732 0.01498323
425.01786991 0.00199927 0.01027609 0.01227536 0.00199963 0.01038087 0.01238050 0.00327815 0.01173201 0.01501016 0.00327002 0.01170327 0.01497329
425.26804861 0.00199566 0.01026933 0.01226499 0.00199602 0.01037400 0.01237003 0.00327224 0.01172798 0.01500022 0.00326413 0.01169922 0.01496335
425.51822731 0.00199205 0.01026259 0.01225464 0.00199242 0.01036715 0.01235957 0.00326635 0.01172395 0.01499029 0.00325825 0.01169518 0.01495343
425.76840600 0.00198845 0.01025586 0.01224431 0.00198882 0.01036031 0.01234913 0.00326046 0.01171991 0.01498037 0.00325238 0.01169113 0.01494351
426.01858470 0.00198486 0.01024914 0.01223400 0.00198523 0.01035349 0.01233871 0.00325459 0.01171588 0.01497046 0.00324653 0.01168708 0.01493361
426.26876340 0.00198127 0.01024243 0.01222370 0.00198165 0.01034667 0.01232831 0.00324872 0.01171184 0.01496056 0.00324068 0.01168303 0.01492371
426.51894210 0.00197770 0.01023573 0.01221343 0.00197807 0.01033986 0.01231793 0.00324287 0.01170781 0.01495067 0.00323484 0.01167898 0.01491382
426.76912080 0.00197413 0.01022904 0.01220317 0.00197451 0.01033307 0.01230757 0.00323702 0.01170377 0.01494079 0.00322902 0.01167493 0.01490395
427.01929950 0.00197057 0.01022236 0.01219293 0.00197095 0.01032628 0.01229723 0.00323119 0.01169973 0.01493092 0.00322320 0.01167088 0.01489408
427.26947820 0.00196702 0.01021570 0.01218272 0.00196740 0.01031951 0.01228690 0.00322536 0.01169569 0.01492105 0.00321740 0.01166683 0.01488422
427.51965690 0.00196347 0.01020904 0.01217252 0.00196385 0.01031275 0.01227660 0.00321955 0.01169165 0.01491120 0.00321160 0.01166277 0.01487437
427.76983560 0.00195993 0.01020240 0.01216233 0.00196032 0.01030600 0.01226631 0.00321374 0.01168761 0.01490136 0.00320581 0.01165872 0.01486454
428.02001430 0.00195640 0.01019577 0.01215217 0.00195679 0.01029926 0.01225604 0.00320795 0.01168357 0.01489152 0.00320004 0.01165467 0.01485471
428.27019299 0.00195288 0.01018914 0.01214203 0.00195327 0.01029253 0.01224579 0.00320217 0.01167953 0.01488170 0.00319427 0.01165062 0.01484489
428.52037169 0.00194937 0.01018253 0.01213190 0.00194975 0.01028581 0.01223556 0.00319639 0.01167549 0.01487188 0.00318852 0.01164656 0.01483508
428.77055039 0.00194586 0.01017593 0.01212179 0.00194625 0.01027910 0.01222535 0.00319063 0.01167145 0.01486208 0.00318278 0.01164251 0.01482528
429.02072909 0.00194236 0.01016934 0.01211170 0.00194275 0.01027240 0.01221515 0.00318488 0.01166740 0.01485228 0.00317704 0.01163845 0.01481549
429.27090779 0.00193887 0.01016276 0.01210163 0.00193926 0.01026572 0.01220498 0.00317914 0.01166336 0.01484250 0.00317132 0.01163440 0.01480571
429.52108649 0.00193538 0.01015619 0.01209158 0.00193578 0.01025904 0.01219482 0.00317340 0.01165932 0.01483272 0.00316560 0.01163034 0.01479594
429.77126519 0.00193191 0.01014964 0.01208154 0.00193230 0.01025238 0.01218468 0.00316768 0.01165527 0.01482295 0.00315990 0.01162629 0.01478618
430.02144389 0.00192844 0.01014309 0.01207153 0.00192883 0.01024572 0.01217456 0.00316197 0.01165123 0.01481320 0.00315420 0.01162223 0.01477643
430.27162259 0.00192498 0.01013655 0.01206153 0.00192537 0.01023908 0.01216445 0.00315627 0.01164718 0.01480345 0.00314852 0.01161817 0.01476669
430.52180129 0.00192156 0.01013046 0.01205202 0.00192196 0.01023288 0.01215483 0.00315061 0.01164352 0.01479413 0.00314288 0.01161451 0.01475739
430.77197999 0.00191854 0.01012892 0.01204746 0.00191892 0.01023115 0.01215007 0.00314529 0.01164394 0.01478923 0.00313759 0.01161499 0.01475258
431.02215868 0.00191553 0.01012738 0.01204292 0.00191589 0.01022944 0.01214533 0.00313999 0.01164436 0.01478434 0.00313232 0.01161548 0.01474780
431.27233738 0.00191253 0.01012587 0.01203840 0.00191287 0.01022774 0.01214062 0.00313469 0.01164478 0.01477948 0.00312706 0.01161597 0.01474303
431.52251608 0.00190954 0.01012436 0.01203390 0.00190986 0.01022606 0.01213592 0.00312941 0.01164522 0.01477463 0.00312181 0.01161647 0.01473827
431.77269478 0.00190655 0.01012287 0.01202943 0.00190686 0.01022439 0.01213125 0.00312415 0.01164566 0.01476980 0.00311657 0.01161697 0.01473354
432.02287348 0.00190358 0.01012140 0.01202498 0.00190386 0.01022274 0.01212660 0.00311889 0.01164610 0.01476499 0.00311134 0.01161749 0.01472883
432.27305218 0.00190061 0.01011994 0.01202055 0.00190087 0.01022110 0.01212197 0.00311364 0.01164655 0.01476020 0.00310613 0.01161801 0.01472413
432.52323088 0.00189764 0.01011849 0.01201614 0.00189789 0.01021948 0.01211737 0.00310841 0.01164701 0.01475542 0.00310092 0.01161853 0.01471945
