wavelength scat1 absorb1 extinct1 scat2 absorb2 extinct2 scat3 absorb3 extinct3 scat4 absorb4 extinct4
400.00000000 0.00279792 0.01281049 0.01560841 0.00279328 0.01306997 0.01586325 0.00494318 0.01392984 0.01887303 0.00491475 0.01389767 0.01881242
400.25017870 0.00279295 0.01280066 0.01559361 0.00278836 0.01306006 0.01584842 0.00493617 0.01392689 0.01886306 0.00490777 0.01389454 0.01880232
400.50035740 0.00278799 0.01279085 0.01557884 0.00278345 0.01305017 0.01583362 0.00492917 0.01392393 0.01885310 0.00490080 0.01389142 0.01879222
400.75053610 0.00278304 0.01278105 0.01556409 0.00277855 0.01304029 0.01581884 0.00492217 0.01392097 0.01884314 0.00489384 0.01388829 0.01878213
401.00071480 0.00277810 0.01277127 0.01554937 0.00277366 0.01303043 0.01580409 0.00491518 0.01391801 0.01883319 0.00488689 0.01388515 0.01877204
401.25089350 0.00277318 0.01276150 0.01553468 0.00276878 0.01302057 0.01578936 0.00490820 0.01391504 0.01882324 0.00487994 0.01388201 0.01876196
401.50107219 0.00276827 0.01275174 0.01552001 0.00276392 0.01301073 0.01577465 0.00490123 0.01391207 0.01881329 0.00487300 0.01387887 0.01875188
401.75125089 0.00276337 0.01274200 0.01550537 0.00275907 0.01300091 0.01575998 0.00489426 0.01390909 0.01880335 0.00486607 0.01387573 0.01874180
402.00142959 0.00275848 0.01273227 0.01549075 0.00275423 0.01299110 0.01574532 0.00488730 0.01390611 0.01879341 0.00485915 0.01387258 0.01873173
402.25160829 0.00275360 0.01272256 0.01547616 0.00274940 0.01298130 0.01573069 0.00488035 0.01390313 0.01878348 0.00485223 0.01386943 0.01872166
402.50178699 0.00274874 0.01271286 0.01546160 0.00274458 0.01297151 0.01571609 0.00487341 0.01390014 0.01877355 0.00484532 0.01386628 0.01871160
402.75196569 0.00274389 0.01270317 0.01544706 0.00273977 0.01296174 0.01570151 0.00486647 0.01389715 0.01876362 0.00483842 0.01386312 0.01870154
403.00214439 0.00273905 0.01269350 0.01543255 0.00273498 0.01295198 0.01568696 0.00485954 0.01389415 0.01875370 0.00483153 0.01385996 0.01869149
403.25232309 0.00273422 0.01268384 0.01541806 0.00273020 0.01294224 0.01567243 0.00485262 0.01389115 0.01874378 0.00482464 0.01385680 0.01868144
403.50250179 0.00272941 0.01267419 0.01540360 0.00272543 0.01293251 0.01565793 0.00484571 0.01388815 0.01873386 0.00481776 0.01385363 0.01867140
403.75268049 0.00272460 0.01266456 0.01538916 0.00272067 0.01292279 0.01564345 0.00483880 0.01388515 0.01872395 0.00481089 0.01385046 0.01866135
404.00285919 0.00271981 0.01265494 0.01537475 0.00271592 0.01291308 0.01562900 0.00483191 0.01388214 0.01871404 0.00480403 0.01384729 0.01865132
404.25303788 0.00271503 0.01264534 0.01536037 0.00271118 0.01290339 0.01561457 0.00482501 0.01387912 0.01870414 0.00479717 0.01384411 0.01864129
404.50321658 0.00271026 0.01263575 0.01534601 0.00270646 0.01289371 0.01560017 0.00481813 0.01387611 0.01869424 0.00479033 0.01384093 0.01863126
404.75339528 0.00270550 0.01262617 0.01533167 0.00270174 0.01288405 0.01558579 0.00481126 0.01387308 0.01868434 0.00478349 0.01383775 0.01862123
405.00357398 0.00270076 0.01261661 0.01531736 0.00269704 0.01287439 0.01557143 0.00480439 0.01387006 0.01867445 0.00477665 0.01383456 0.01861122
405.25375268 0.00269602 0.01260706 0.01530308 0.00269235 0.01286476 0.01555710 0.00479753 0.01386703 0.01866456 0.00476983 0.01383137 0.01860120
405.50393138 0.00269130 0.01259752 0.01528882 0.00268767 0.01285513 0.01554280 0.00479068 0.01386400 0.01865467 0.00476301 0.01382818 0.01859119
405.75411008 0.00268659 0.01258800 0.01527459 0.00268300 0.01284552 0.01552852 0.00478383 0.01386096 0.01864479 0.00475620 0.01382498 0.01858118
406.00428878 0.00268189 0.01257849 0.01526038 0.00267834 0.01283592 0.01551426 0.00477699 0.01385792 0.01863492 0.00474940 0.01382178 0.01857118
406.25446748 0.00267720 0.01256900 0.01524620 0.00267369 0.01282633 0.01550003 0.00477016 0.01385488 0.01862504 0.00474260 0.01381858 0.01856119
406.50464618 0.00267252 0.01255952 0.01523204 0.00266906 0.01281676 0.01548582 0.00476334 0.01385183 0.01861517 0.00473582 0.01381538 0.01855119
406.75482487 0.00266786 0.01255005 0.01521791 0.00266443 0.01280720 0.01547164 0.00475653 0.01384878 0.01860531 0.00472904 0.01381217 0.01854121
407.00500357 0.00266320 0.01254059 0.01520380 0.00265982 0.01279766 0.01545748 0.00474972 0.01384573 0.01859545 0.00472227 0.01380895 0.01853122
407.25518227 0.00265856 0.01253115 0.01518972 0.00265522 0.01278813 0.01544334 0.00474292 0.01384267 0.01858559 0.00471550 0.01380574 0.01852124
407.50536097 0.00265393 0.01252173 0.01517566 0.00265063 0.01277861 0.01542923 0.00473613 0.01383961 0.01857574 0.00470875 0.01380252 0.01851127
407.75553967 0.00264931 0.01251231 0.01516162 0.00264605 0.01276910 0.01541515 0.00472935 0.01383654 0.01856589 0.00470200 0.01379930 0.01850130
408.00571837 0.00264470 0.01250291 0.01514761 0.00264148 0.01275961 0.01540108 0.00472257 0.01383347 0.01855604 0.00469526 0.01379607 0.01849133
408.25589707 0.00264010 0.01249353 0.01513363 0.00263692 0.01275013 0.01538704 0.00471580 0.01383040 0.01854620 0.00468853 0.01379284 0.01848137
408.50607577 0.00263551 0.01248416 0.01511967 0.00263237 0.01274066 0.01537303 0.00470904 0.01382732 0.01853637 0.00468180 0.01378961 0.01847141
408.75625447 0.00263094 0.01247480 0.01510573 0.00262783 0.01273120 0.01535904 0.00470229 0.01382424 0.01852653 0.00467508 0.01378638 0.01846146
409.00643317 0.00262637 0.01246545 0.01509182 0.00262331 0.01272176 0.01534507 0.00469555 0.01382116 0.01851670 0.00466838 0.01378314 0.01845151
409.25661187 0.00262182 0.01245612 0.01507793 0.00261879 0.01271234 0.01533113 0.00468881 0.01381807 0.01850688 0.00466167 0.01377990 0.01844157
409.50679056 0.00261727 0.01244680 0.01506407 0.00261428 0.01270292 0.01531721 0.00468208 0.01381498 0.01849706 0.00465498 0.01377665 0.01843163
409.75696926 0.00261274 0.01243749 0.01505023 0.00260979 0.01269352 0.01530331 0.00467536 0.01381188 0.01848724 0.00464829 0.01377341 0.01842170
410.00714796 0.00260822 0.01242820 0.01503642 0.00260531 0.01268413 0.01528944 0.00466864 0.01380878 0.01847743 0.00464161 0.01377016 0.01841177
410.25732666 0.00260371 0.01241892 0.01502263 0.00260083 0.01267476 0.01527559 0.00466194 0.01380568 0.01846762 0.00463494 0.01376690 0.01840185
410.50750536 0.00259921 0.01240966 0.01500886 0.00259637 0.01266539 0.01526176 0.00465524 0.01380258 0.01845782 0.00462828 0.01376364 0.01839193
410.75768406 0.00259472 0.01240041 0.01499512 0.00259192 0.01265604 0.01524796 0.00464855 0.01379947 0.01844802 0.00462163 0.01376038 0.01838201
411.00786276 0.00259024 0.01239117 0.01498140 0.00258747 0.01264671 0.01523418 0.00464187 0.01379635 0.01843822 0.00461498 0.01375712 0.01837210
411.25804146 0.00258577 0.01238194 0.01496771 0.00258304 0.01263738 0.01522043 0.00463519 0.01379324 0.01842843 0.00460834 0.01375385 0.01836219
411.50822016 0.00258131 0.01237273 0.01495404 0.00257862 0.01262807 0.01520669 0.00462853 0.01379012 0.01841864 0.00460171 0.01375059 0.01835229
411.75839886 0.00257687 0.01236353 0.01494039 0.00257421 0.01261877 0.01519298 0.00462187 0.01378699 0.01840886 0.00459508 0.01374731 0.01834240
412.00857756 0.00257243 0.01235434 0.01492677 0.00256981 0.01260949 0.01517930 0.00461521 0.01378387 0.01839908 0.00458847 0.01374404 0.01833250
412.25875625 0.00256800 0.01234517 0.01491317 0.00256542 0.01260022 0.01516564 0.00460857 0.01378074 0.01838931 0.00458186 0.01374076 0.01832262
412.50893495 0.00256359 0.01233601 0.01489960 0.00256104 0.01259096 0.01515200 0.00460193 0.01377760 0.01837954 0.00457526 0.01373748 0.01831273
412.75911365 0.00255918 0.01232687 0.01488605 0.00255667 0.01258171 0.01513838 0.00459531 0.01377446 0.01836977 0.00456867 0.01373419 0.01830286
413.00929235 0.00255479 0.01231773 0.01487252 0.00255231 0.01257248 0.01512479 0.00458869 0.01377132 0.01836001 0.00456208 0.01373090 0.01829298
413.25947105 0.00255040 0.01230861 0.01485902 0.00254796 0.01256326 0.01511122 0.00458207 0.01376818 0.01835025 0.00455550 0.01372761 0.01828312
413.50964975 0.00254569 0.01229960 0.01484529 0.00254327 0.01255403 0.01509731 0.00457468 0.01376474 0.01833942 0.00454816 0.01372406 0.01827222
413.75982845 0.00254093 0.01229062 0.01483154 0.00253853 0.01254482 0.01508336 0.00456714 0.01376124 0.01832838 0.00454068 0.01372046 0.01826113
