wavelength scat1 absorb1 extinct1 scat2 absorb2 extinct2 scat3 absorb3 extinct3 scat4 absorb4 extinct4
400.00000000 0.00268493 0.01239440 0.01507933 0.00265772 0.01267681 0.01533454 0.00498138 0.01455748 0.01953886 0.00492733 0.01456743 0.01949476
400.25017870 0.00268019 0.01238493 0.01506512 0.00265310 0.01266730 0.01532040 0.00497460 0.01455532 0.01952992 0.00492062 0.01456501 0.01948564
400.50035740 0.00267546 0.01237547 0.01505093 0.00264848 0.01265780 0.01530629 0.00496782 0.01455315 0.01952097 0.00491392 0.01456260 0.01947652
400.75053610 0.00267074 0.01236603 0.01503677 0.00264388 0.01264832 0.01529220 0.00496105 0.01455098 0.01951204 0.00490723 0.01456018 0.01946741
401.00071480 0.00266604 0.01235660 0.01502264 0.00263929 0.01263884 0.01527813 0.00495429 0.01454881 0.01950310 0.00490054 0.01455776 0.01945830
401.25089350 0.00266135 0.01234718 0.01500853 0.00263471 0.01262938 0.01526409 0.00494754 0.01454663 0.01949417 0.00489386 0.01455534 0.01944919
401.50107219 0.00265667 0.01233778 0.01499444 0.00263014 0.01261993 0.01525007 0.00494079 0.01454445 0.01948524 0.00488718 0.01455291 0.01944009
401.75125089 0.00265200 0.01232839 0.01498038 0.00262558 0.01261050 0.01523608 0.00493405 0.01454227 0.01947632 0.00488051 0.01455048 0.01943100
402.00142959 0.00264734 0.01231901 0.01496635 0.00262103 0.01260108 0.01522211 0.00492731 0.01454008 0.01946740 0.00487385 0.01454805 0.01942190
402.25160829 0.00264269 0.01230964 0.01495234 0.00261650 0.01259167 0.01520816 0.00492059 0.01453789 0.01945848 0.00486720 0.01454561 0.01941281
402.50178699 0.00263806 0.01230029 0.01493835 0.00261197 0.01258227 0.01519424 0.00491387 0.01453570 0.01944956 0.00486055 0.01454317 0.01940373
402.75196569 0.00263344 0.01229096 0.01492439 0.00260745 0.01257289 0.01518034 0.00490715 0.01453350 0.01944065 0.00485391 0.01454073 0.01939464
403.00214439 0.00262882 0.01228163 0.01491046 0.00260295 0.01256352 0.01516646 0.00490045 0.01453129 0.01943174 0.00484728 0.01453828 0.01938556
403.25232309 0.00262422 0.01227232 0.01489655 0.00259845 0.01255416 0.01515261 0.00489375 0.01452909 0.01942284 0.00484066 0.01453583 0.01937649
403.50250179 0.00261963 0.01226303 0.01488266 0.00259397 0.01254481 0.01513878 0.00488706 0.01452688 0.01941394 0.00483404 0.01453338 0.01936742
403.75268049 0.00261505 0.01225374 0.01486880 0.00258950 0.01253548 0.01512498 0.00488037 0.01452466 0.01940504 0.00482742 0.01453092 0.01935835
404.00285919 0.00261048 0.01224447 0.01485496 0.00258503 0.01252616 0.01511119 0.00487370 0.01452245 0.01939614 0.00482082 0.01452847 0.01934929
404.25303788 0.00260592 0.01223522 0.01484114 0.00258058 0.01251685 0.01509743 0.00486702 0.01452023 0.01938725 0.00481422 0.01452600 0.01934023
404.50321658 0.00260138 0.01222597 0.01482735 0.00257614 0.01250756 0.01508370 0.00486036 0.01451800 0.01937836 0.00480763 0.01452354 0.01933117
404.75339528 0.00259684 0.01221674 0.01481359 0.00257171 0.01249827 0.01506998 0.00485370 0.01451577 0.01936948 0.00480105 0.01452107 0.01932212
405.00357398 0.00259232 0.01220753 0.01479985 0.00256729 0.01248900 0.01505629 0.00484705 0.01451354 0.01936059 0.00479447 0.01451860 0.01931307
405.25375268 0.00258781 0.01219832 0.01478613 0.00256288 0.01247975 0.01504262 0.00484041 0.01451130 0.01935172 0.00478790 0.01451612 0.01930402
405.50393138 0.00258330 0.01218913 0.01477244 0.00255848 0.01247050 0.01502898 0.00483378 0.01450906 0.01934284 0.00478134 0.01451364 0.01929498
405.75411008 0.00257881 0.01217996 0.01475877 0.00255409 0.01246127 0.01501536 0.00482715 0.01450682 0.01933397 0.00477478 0.01451116 0.01928595
406.00428878 0.00257433 0.01217079 0.01474512 0.00254971 0.01245205 0.01500176 0.00482053 0.01450457 0.01932510 0.00476823 0.01450868 0.01927691
406.25446748 0.00256986 0.01216164 0.01473150 0.00254534 0.01244284 0.01498818 0.00481391 0.01450232 0.01931623 0.00476169 0.01450619 0.01926788
406.50464618 0.00256540 0.01215250 0.01471790 0.00254098 0.01243365 0.01497463 0.00480731 0.01450007 0.01930737 0.00475516 0.01450370 0.01925886
406.75482487 0.00256095 0.01214338 0.01470433 0.00253663 0.01242447 0.01496110 0.00480071 0.01449781 0.01929851 0.00474863 0.01450121 0.01924984
407.00500357 0.00255651 0.01213427 0.01469078 0.00253230 0.01241530 0.01494759 0.00479411 0.01449555 0.01928966 0.00474211 0.01449871 0.01924082
407.25518227 0.00255208 0.01212517 0.01467725 0.00252797 0.01240614 0.01493411 0.00478753 0.01449328 0.01928081 0.00473560 0.01449621 0.01923180
407.50536097 0.00254767 0.01211608 0.01466375 0.00252365 0.01239700 0.01492064 0.00478095 0.01449101 0.01927196 0.00472909 0.01449370 0.01922279
407.75553967 0.00254326 0.01210701 0.01465027 0.00251934 0.01238786 0.01490720 0.00477438 0.01448874 0.01926312 0.00472259 0.01449120 0.01921379
408.00571837 0.00253886 0.01209795 0.01463681 0.00251504 0.01237874 0.01489379 0.00476781 0.01448646 0.01925427 0.00471610 0.01448869 0.01920479
408.25589707 0.00253448 0.01208890 0.01462338 0.00251075 0.01236964 0.01488039 0.00476125 0.01448418 0.01924544 0.00470962 0.01448617 0.01919579
408.50607577 0.00253010 0.01207987 0.01460997 0.00250648 0.01236054 0.01486702 0.00475470 0.01448190 0.01923660 0.00470314 0.01448366 0.01918679
408.75625447 0.00252574 0.01207085 0.01459659 0.00250221 0.01235146 0.01485367 0.00474816 0.01447961 0.01922777 0.00469667 0.01448114 0.01917780
409.00643317 0.00252138 0.01206184 0.01458323 0.00249795 0.01234239 0.01484034 0.00474163 0.01447732 0.01921894 0.00469020 0.01447861 0.01916882
409.25661187 0.00251704 0.01205285 0.01456989 0.00249370 0.01233333 0.01482703 0.00473510 0.01447502 0.01921012 0.00468375 0.01447609 0.01915983
409.50679056 0.00251270 0.01204387 0.01455657 0.00248946 0.01232429 0.01481375 0.00472858 0.01447272 0.01920130 0.00467730 0.01447356 0.01915086
409.75696926 0.00250838 0.01203490 0.01454328 0.00248523 0.01231526 0.01480049 0.00472206 0.01447042 0.01919248 0.00467086 0.01447102 0.01914188
410.00714796 0.00250407 0.01202594 0.01453001 0.00248101 0.01230624 0.01478725 0.00471555 0.01446811 0.01918367 0.00466442 0.01446849 0.01913291
410.25732666 0.00249976 0.01201700 0.01451676 0.00247680 0.01229723 0.01477403 0.00470905 0.01446580 0.01917486 0.00465799 0.01446595 0.01912394
410.50750536 0.00249547 0.01200807 0.01450354 0.00247260 0.01228823 0.01476084 0.00470256 0.01446349 0.01916605 0.00465157 0.01446341 0.01911498
410.75768406 0.00249119 0.01199916 0.01449034 0.00246841 0.01227925 0.01474767 0.00469608 0.01446117 0.01915725 0.00464516 0.01446086 0.01910602
411.00786276 0.00248691 0.01199025 0.01447716 0.00246423 0.01227028 0.01473451 0.00468960 0.01445885 0.01914845 0.00463875 0.01445831 0.01909707
411.25804146 0.00248265 0.01198136 0.01446401 0.00246006 0.01226132 0.01472138 0.00468313 0.01445653 0.01913965 0.00463236 0.01445576 0.01908812
411.50822016 0.00247840 0.01197248 0.01445088 0.00245590 0.01225237 0.01470828 0.00467666 0.01445420 0.01913086 0.00462596 0.01445320 0.01907917
411.75839886 0.00247415 0.01196362 0.01443777 0.00245175 0.01224344 0.01469519 0.00467021 0.01445186 0.01912207 0.00461958 0.01445065 0.01907023
412.00857756 0.00246992 0.01195476 0.01442468 0.00244761 0.01223452 0.01468213 0.00466376 0.01444953 0.01911329 0.00461320 0.01444808 0.01906129
412.25875625 0.00246570 0.01194592 0.01441162 0.00244348 0.01222561 0.01466909 0.00465732 0.01444719 0.01910450 0.00460683 0.01444552 0.01905235
412.50893495 0.00246148 0.01193710 0.01439858 0.00243935 0.01221671 0.01465607 0.00465088 0.01444485 0.01909573 0.00460047 0.01444295 0.01904342
412.75911365 0.00245728 0.01192828 0.01438556 0.00243524 0.01220783 0.01464307 0.00464445 0.01444250 0.01908695 0.00459411 0.01444038 0.01903449
413.00929235 0.00245309 0.01191948 0.01437257 0.00243113 0.01219896 0.01463009 0.00463803 0.01444015 0.01907818 0.00458776 0.01443781 0.01902557
413.25947105 0.00244890 0.01191069 0.01435959 0.00242704 0.01219009 0.01461713 0.00463162 0.01443779 0.01906941 0.00458142 0.01443523 0.01901665
413.50964975 0.00244441 0.01190204 0.01434646 0.00242264 0.01218125 0.01460389 0.00462435 0.01443488 0.01905923 0.00457425 0.01443211 0.01900636
413.75982845 0.00243988 0.01189343 0.01433331 0.00241819 0.01217241 0.01459060 0.00461692 0.01443185 0.01904877 0.00456692 0.01442888 0.01899580
414.01000715 0.00243535 0.01188483 0.01432018 0.00241375 0.01216359 0.01457735 0.00460950 0.01442882 0.01903832 0.00455960 0.01442565 0.01898526
414.26018585 0.00243083 0.01187625 0.01430709 0.00240932 0.01215479 0.01456411 0.00460209 0.01442578 0.01902787 0.00455230 0.01442242 0.01897471
414.51036455 0.00242633 0.01186769 0.01429402 0.00240491 0.01214600 0.01455090 0.00459469 0.01442274 0.01901743 0.00454500 0.01441918 0.01896418
414.76054325 0.00242184 0.01185913 0.01428097 0.00240050 0.01213722 0.01453772 0.00458730 0.01441969 0.01900699 0.00453771 0.01441594 0.01895365
415.01072194 0.00241736 0.01185060 0.01426795 0.00239610 0.01212846 0.01452456 0.00457992 0.01441665 0.01899656 0.00453043 0.01441269 0.01894312
415.26090064 0.00241288 0.01184207 0.01425496 0.00239172 0.01211971 0.01451143 0.00457255 0.01441359 0.01898614 0.00452316 0.01440945 0.01893260
415.51107934 0.00240842 0.01183356 0.01424199 0.00238734 0.01211097 0.01449832 0.00456518 0.01441053 0.01897572 0.00451590 0.01440619 0.01892209
415.76125804 0.00240397 0.01182507 0.01422904 0.00238298 0.01210225 0.01448523 0.00455783 0.01440747 0.01896530 0.00450865 0.01440294 0.01891159
416.01143674 0.00239954 0.01181659 0.01421612 0.00237863 0.01209354 0.01447217 0.00455049 0.01440441 0.01895490 0.00450141 0.01439968 0.01890108
416.26161544 0.00239511 0.01180812 0.01420323 0.00237428 0.01208485 0.01445913 0.00454316 0.01440133 0.01894449 0.00449417 0.01439642 0.01889059
416.51179414 0.00239069 0.01179967 0.01419036 0.00236995 0.01207617 0.01444612 0.00453583 0.01439826 0.01893409 0.00448695 0.01439315 0.01888010
416.76197284 0.00238629 0.01179123 0.01417751 0.00236563 0.01206751 0.01443313 0.00452852 0.01439518 0.01892370 0.00447974 0.01438988 0.01886962
417.01215154 0.00238189 0.01178280 0.01416469 0.00236131 0.01205885 0.01442017 0.00452122 0.01439210 0.01891331 0.00447254 0.01438661 0.01885914
417.26233024 0.00237751 0.01177439 0.01415190 0.00235701 0.01205022 0.01440723 0.00451392 0.01438901 0.01890293 0.00446534 0.01438333 0.01884867
417.51250893 0.00237313 0.01176600 0.01413913 0.00235272 0.01204159 0.01439431 0.00450664 0.01438592 0.01889255 0.00445816 0.01438005 0.01883820
417.76268763 0.00236877 0.01175762 0.01412638 0.00234844 0.01203298 0.01438142 0.00449936 0.01438282 0.01888218 0.00445098 0.01437676 0.01882775
418.01286633 0.00236442 0.01174925 0.01411366 0.00234416 0.01202439 0.01436855 0.00449210 0.01437972 0.01887182 0.00444382 0.01437348 0.01881729
418.26304503 0.00236007 0.01174090 0.01410097 0.00233990 0.01201581 0.01435571 0.00448484 0.01437662 0.01886146 0.00443666 0.01437018 0.01880685
418.51322373 0.00235574 0.01173256 0.01408830 0.00233565 0.01200724 0.01434289 0.00447759 0.01437351 0.01885110 0.00442951 0.01436689 0.01879640
418.76340243 0.00235142 0.01172423 0.01407565 0.00233141 0.01199868 0.01433009 0.00447036 0.01437040 0.01884075 0.00442238 0.01436359 0.01878597
