wavelength scat1 absorb1 extinct1 scat2 absorb2 extinct2 scat3 absorb3 extinct3 scat4 absorb4 extinct4
400.00000000 0.00280368 0.01285148 0.01565515 0.00280048 0.01306586 0.01586634 0.00493482 0.01388641 0.01882123 0.00491201 0.01385826 0.01877027
400.25017870 0.00279869 0.01284162 0.01564032 0.00279554 0.01305594 0.01585148 0.00492780 0.01388340 0.01881120 0.00490502 0.01385511 0.01876013
400.50035740 0.00279373 0.01283179 0.01562551 0.00279060 0.01304604 0.01583664 0.00492079 0.01388039 0.01880118 0.00489804 0.01385196 0.01875000
400.75053610 0.00278877 0.01282196 0.01561073 0.00278569 0.01303614 0.01582183 0.00491379 0.01387737 0.01879116 0.00489106 0.01384880 0.01873987
401.00071480 0.00278382 0.01281215 0.01559597 0.00278078 0.01302626 0.01580704 0.00490680 0.01387435 0.01878115 0.00488410 0.01384565 0.01872974
401.25089350 0.00277889 0.01280236 0.01558125 0.00277588 0.01301640 0.01579228 0.00489981 0.01387133 0.01877113 0.00487714 0.01384248 0.01871962
401.50107219 0.00277397 0.01279257 0.01556654 0.00277100 0.01300655 0.01577755 0.00489283 0.01386830 0.01876113 0.00487019 0.01383932 0.01870951
401.75125089 0.00276906 0.01278280 0.01555187 0.00276613 0.01299671 0.01576284 0.00488586 0.01386527 0.01875112 0.00486324 0.01383615 0.01869939
402.00142959 0.00276417 0.01277305 0.01553722 0.00276127 0.01298688 0.01574815 0.00487889 0.01386223 0.01874112 0.00485631 0.01383298 0.01868929
402.25160829 0.00275928 0.01276331 0.01552259 0.00275642 0.01297707 0.01573349 0.00487194 0.01385919 0.01873113 0.00484938 0.01382981 0.01867918
402.50178699 0.00275441 0.01275358 0.01550799 0.00275159 0.01296727 0.01571886 0.00486499 0.01385615 0.01872114 0.00484245 0.01382663 0.01866908
402.75196569 0.00274955 0.01274387 0.01549342 0.00274676 0.01295749 0.01570425 0.00485804 0.01385310 0.01871115 0.00483554 0.01382345 0.01865899
403.00214439 0.00274470 0.01273417 0.01547887 0.00274195 0.01294772 0.01568967 0.00485111 0.01385005 0.01870116 0.00482863 0.01382026 0.01864890
403.25232309 0.00273986 0.01272448 0.01546435 0.00273715 0.01293796 0.01567511 0.00484418 0.01384700 0.01869118 0.00482174 0.01381707 0.01863881
403.50250179 0.00273504 0.01271481 0.01544985 0.00273236 0.01292821 0.01566057 0.00483726 0.01384394 0.01868120 0.00481484 0.01381388 0.01862873
403.75268049 0.00273023 0.01270516 0.01543538 0.00272758 0.01291848 0.01564607 0.00483035 0.01384088 0.01867123 0.00480796 0.01381069 0.01861865
404.00285919 0.00272543 0.01269551 0.01542094 0.00272282 0.01290877 0.01563158 0.00482345 0.01383781 0.01866126 0.00480109 0.01380749 0.01860858
404.25303788 0.00272064 0.01268588 0.01540652 0.00271806 0.01289906 0.01561712 0.00481655 0.01383475 0.01865130 0.00479422 0.01380429 0.01859851
404.50321658 0.00271586 0.01267626 0.01539212 0.00271332 0.01288937 0.01560269 0.00480966 0.01383167 0.01864134 0.00478736 0.01380108 0.01858844
404.75339528 0.00271109 0.01266666 0.01537775 0.00270859 0.01287969 0.01558828 0.00480278 0.01382860 0.01863138 0.00478050 0.01379788 0.01857838
405.00357398 0.00270634 0.01265707 0.01536341 0.00270387 0.01287003 0.01557390 0.00479591 0.01382552 0.01862143 0.00477366 0.01379467 0.01856832
405.25375268 0.00270160 0.01264750 0.01534909 0.00269916 0.01286038 0.01555954 0.00478904 0.01382243 0.01861148 0.00476682 0.01379145 0.01855827
405.50393138 0.00269686 0.01263794 0.01533480 0.00269446 0.01285074 0.01554520 0.00478219 0.01381935 0.01860153 0.00475999 0.01378823 0.01854822
405.75411008 0.00269215 0.01262839 0.01532053 0.00268977 0.01284112 0.01553089 0.00477534 0.01381626 0.01859159 0.00475317 0.01378501 0.01853818
406.00428878 0.00268744 0.01261885 0.01530629 0.00268510 0.01283151 0.01551661 0.00476849 0.01381316 0.01858166 0.00474636 0.01378179 0.01852814
406.25446748 0.00268274 0.01260933 0.01529207 0.00268043 0.01282191 0.01550234 0.00476166 0.01381006 0.01857172 0.00473955 0.01377856 0.01851811
406.50464618 0.00267805 0.01259983 0.01527788 0.00267578 0.01281233 0.01548811 0.00475483 0.01380696 0.01856179 0.00473275 0.01377533 0.01850808
406.75482487 0.00267338 0.01259033 0.01526371 0.00267114 0.01280276 0.01547389 0.00474801 0.01380386 0.01855187 0.00472596 0.01377210 0.01849805
407.00500357 0.00266872 0.01258085 0.01524957 0.00266651 0.01279320 0.01545971 0.00474120 0.01380075 0.01854195 0.00471917 0.01376886 0.01848803
407.25518227 0.00266407 0.01257139 0.01523545 0.00266189 0.01278365 0.01544554 0.00473440 0.01379763 0.01853203 0.00471240 0.01376562 0.01847802
407.50536097 0.00265943 0.01256193 0.01522136 0.00265728 0.01277412 0.01543140 0.00472760 0.01379452 0.01852212 0.00470563 0.01376237 0.01846801
407.75553967 0.00265480 0.01255249 0.01520729 0.00265268 0.01276461 0.01541729 0.00472081 0.01379140 0.01851221 0.00469887 0.01375913 0.01845800
408.00571837 0.00265018 0.01254307 0.01519325 0.00264810 0.01275510 0.01540320 0.00471403 0.01378827 0.01850231 0.00469212 0.01375588 0.01844800
408.25589707 0.00264557 0.01253365 0.01517923 0.00264352 0.01274561 0.01538913 0.00470726 0.01378515 0.01849241 0.00468537 0.01375262 0.01843800
408.50607577 0.00264098 0.01252426 0.01516523 0.00263895 0.01273613 0.01537509 0.00470049 0.01378202 0.01848251 0.00467864 0.01374937 0.01842800
408.75625447 0.00263639 0.01251487 0.01515126 0.00263440 0.01272667 0.01536107 0.00469374 0.01377888 0.01847262 0.00467191 0.01374611 0.01841801
409.00643317 0.00263182 0.01250550 0.01513732 0.00262986 0.01271722 0.01534707 0.00468699 0.01377574 0.01846273 0.00466519 0.01374284 0.01840803
